Unic Identifier,Database,Gene,Species,TaxID,Last update,Sequence version
UPI000F0CFB1B,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0CFEAE,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D00D5,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D0343,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D0527,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D078A,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D07F1,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D08D5,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D0A28,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D0FC2,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D1317,UniProtKB/TrEMBL,ATP8,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D15F9,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D1823,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI000F0D1AD0,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0018A35282,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0018A3B9A1,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2021-06-02,1
UPI0018A41B9D,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0018A54F72,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2021-06-02,1
UPI0018A59F0E,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0018A5D2B7,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0018A63342,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI001BED4490,EMBL,ND3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BED4D99,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BED5D58,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BED82C5,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI001BEDA88F,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDC147,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDC356,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDC39F,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDD175,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDDA3E,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,2
UPI001BEDEF49,EMBL,ND4L,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDFB8D,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEDFCD7,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE0AF2,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE1171,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE13D1,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE1755,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE23CC,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE2823,EMBL,ND4L,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE2E67,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE3B8B,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE3C35,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE4E14,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE661A,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE67D1,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE78C8,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE8997,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE8C78,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE9675,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEE96CE,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEA046,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEA8C1,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEA976,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEADFB,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEB8E6,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEBDFE,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEC14D,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEECEF9,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEED633,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEDB61,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEDF31,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEF58E,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEEF9D0,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF084B,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF27F0,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF2AD0,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF3110,EMBL,ND3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF35C9,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF4840,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI001BEF6453,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF71FC,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF7316,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF8AE2,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF8E70,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEF91F2,EMBL,ND3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFC7FE,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFCB14,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFE267,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFECC2,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFF3DC,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFF937,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BEFFB6E,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0152B,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF01706,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF01935,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF019C8,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF03111,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF03C2D,EMBL,ATP6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF03C4C,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0423E,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF044B2,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI001BF0663B,EMBL,ND4L,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF06ACD,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF06FB1,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF06FD7,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0796C,EMBL,ATP8,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF07BA8,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF07BD5,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0C455,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0C5D8,EMBL,ATP8,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0CBC4,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0D3AA,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0E535,EMBL,ND4L,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0EE81,EMBL,ATP8,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF0FFCD,EMBL,ND3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF1027B,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF10D18,EMBL,COX1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF11AE0,EMBL,ND3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF11C77,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF12EFA,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF13106,EMBL,CYTB,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF14350,EMBL,ND5,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF1458E,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,2
UPI001BF15422,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF157EA,EMBL,ND4,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF15E08,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF15FB0,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF172E7,EMBL,ND6,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF176D3,EMBL,ND4L,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF17860,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF17BB1,EMBL,ND1,Mammuthus primigenius,37349,2022-10-31,1
UPI001BF18456,EMBL,ND2,Mammuthus primigenius,37349,2022-10-31,1
UPI001E770716,EMBL,COX3,Mammuthus primigenius,37349,2022-10-31,1
UPI001E7D7170,EMBL,COX2,Mammuthus primigenius,37349,2022-10-31,1
